# p=101, l=2, Sage
3      	
36	123,71
41      
71      
139     4404,26
729     
3025	
12100

# p=149, l=2, Sage
5      	1.44
41      29.5
71      0.970


# p=269, l=2, Sage
3      1,51	 
43      0.010	  
71      0.060	  

# p=521, l=2, Sage
5       46,8	 
41      40.2	  
71      0.060	
  
# p=521, l=2, Sage
3       66,8	 
43      592.0	  
71      0.060	
