# p=101, l=2, Sage
2.19	1.234	 	
5.545	4.855
7.7836	8.094
11.332	11.728

# p=269, l=2, Sage
3.218	1.841
7.522	5.437
8.525	9.354


# p=521, l=2, Sage
3.218	5.244
7.427	5.234
8.525	8.925
  
# p=1033, l=2, Sage
3.218	5.199
7.522	5.224
8.525	9.149
